fungal	fungus
beat	beats
beater	beats
beet	beats
beats	beech
eats	beats
bar	bier
bare	bier
be	bier
bead	bier
beak	bier
beam	bier
bean	bier
bear	bier
beat	bier
bee	bier
beef	bier
beep	bier
beer	bier
beet	bier
bier	boar
bier	bore
bier	boor
bier	seer
bier	tier
mouth	south
sour	south
sow	south
sake	snake
snail	snake
snake	steak
all	ball
all	call
all	earl
all	eel
all	hall
all	mall
all	oar
all	off
all	oil
all	ore
all	tall
all	wall
all	ell
all	maul
all	mol
all	ill
ear	ill
earl	ill
eel	ill
ill	aisle
ill	ale
ill	dill
ill	fill
ill	hill
ill	isle
ill	it
ill	kill
ill	mill
ill	oil
ill	pill
ill	till
ill	will
ill	ail
ell	ill
ill	gill
ill	ilk
ill	mil
ill	rill
ill	shill
eve	leave
heave	leave
leaf	leave
league	leave
leak	leave
leap	leave
leash	leave
leave	leek
leave	love
lean	leave
leave	sleeve
eve	weave
heave	weave
leave	weave
we	weave
weak	weave
weave	weed
weave	week
weave	wheat
weave	wheel
weave	wheeze
eve	peeve
heave	peeve
leave	peeve
pea	peeve
peace	peeve
peak	peeve
peal	peeve
peat	peeve
pee	peeve
peek	peeve
peel	peeve
peep	peeve
peeve	piece
peeve	weave
peeve	pique
either	other
other	mother
other	upper
other	utter
each	itch
it	itch
itch	bitch
itch	ditch
itch	inch
itch	rich
itch	which
itch	witch
beach	reach
each	reach
leech	reach
peach	reach
reach	breach
reach	rich
beech	reach
reach	breech
leach	reach
beach	teach
each	teach
leech	teach
peach	teach
reach	teach
teach	touch
beech	teach
leach	teach
teat	teach
teach	teeter
each	etch
etch	itch
feat	effete
claim	flame
fame	flame
flake	flame
lame	flame
flay	flame
beaver	fever
feeder	fever
fiction	friction
former	warmer
warm	warmer
warmer	warmth
beep	heap
deep	heap
heal	heap
heap	heat
heap	heath
heap	heave
heap	heel
heap	hip
heap	hoop
heap	hop
heap	keep
heap	leap
heap	peep
heap	seep
heap	sheep
heap	heed
be	he
bee	he
fee	he
he	heal
he	heap
he	heat
he	heath
he	heave
he	heel
he	me
he	pea
he	pee
he	sea
he	see
he	she
he	tea
he	tee
he	we
he	who
he	heed
ad	ash
add	ash
an	ash
ash	cash
ash	dash
ash	cache
ash	bash
ash	at
as	ash
ash	rash
ad	ass
add	ass
an	ass
ash	ass
ass	bass
ass	gas
ass	at
as	ass
ass	mass
ass	pass
ass	us
ass	asp
at	act
an	ant
act	ant
at	ant
ant	pant
ant	rant
ant	apt
act	apt
at	apt
apt	wrapped
apt	capped
an	aunt
apt	aunt
act	aunt
at	aunt
aunt	pant
aunt	rant
act	aft
aft	ant
aft	apt
at	aft
aft	aunt
aft	raft
king	thing
ping	thing
ring	thing
sing	thing
thick	thing
thin	thing
thing	think
thing	wing
thing	ting
ad	id
add	id
ear	id
id	aid
id	aide
id	ill
id	it
id	kid
id	lid
id	rid
id	mid
ear	if
id	if
if	ill
if	it
if	off
if	whiff
an	inn
ear	inn
id	inn
if	inn
ill	inn
inn	bin
inn	fin
inn	inner
inn	it
inn	kin
inn	on
inn	pin
inn	shin
inn	sin
inn	thin
inn	tin
inn	win
inn	din
inn	min
below	hello
tide	tidy
tied	tidy
tidy	tiny
be	knee
bee	knee
fee	knee
he	knee
knee	kneel
knee	me
knee	neat
knee	need
knee	new
knee	pea
knee	pee
knee	sea
knee	see
knee	she
knee	tea
knee	tee
knee	we
gnu	knee
knee	knead
knee	nu
cot	knot
hot	knot
knit	knot
knob	knot
knock	knot
knot	neat
knot	net
knot	newt
knot	nod
knot	nut
knot	pot
knot	rot
knot	shot
knot	yacht
gnat	knot
knot	naught
knot	nit
knot	nock
knot	watt
knee	niece
kneel	niece
neat	niece
need	niece
niece	noose
niece	peace
niece	piece
knead	niece
peak	peaked
peat	peaked
peek	peaked
pique	peaked
chair	check
chair	cherry
chair	chess
share	chair
tear	chair
chair	char
eject	inject
cease	niece
cease	peace
cease	piece
cease	sauce
sea	cease
cease	seal
cease	seat
see	cease
cease	seed
cease	seek
cease	seep
cease	seize
cease	cede
cease	seer
bean	scene
cease	scene
lean	scene
mean	scene
sea	scene
scene	seal
scene	seat
see	scene
scene	seed
scene	seek
scene	seep
scene	seize
scene	serene
scene	sheen
scene	sin
scene	son
scene	soon
scene	sun
scene	teen
cede	scene
scene	seer
beam	seem
cease	seem
scene	seem
sea	seem
seal	seem
seat	seem
see	seem
seed	seem
seek	seem
seem	scheme
seem	seep
seem	seize
seem	steam
seem	team
seem	theme
cede	seem
ream	seem
seem	seer
seem	teem
beam	seam
cease	seam
scene	seam
sea	seam
seal	seam
seam	scheme
seam	seat
see	seam
seam	seed
seam	seek
seam	seep
seam	seize
seam	steam
seam	team
seam	theme
cede	seam
ream	seam
seam	seer
seam	teem
beats	seats
cease	seats
eats	seats
seat	seats
cease	seethe
cede	seethe
scene	seethe
sea	seethe
seal	seethe
seam	seethe
seat	seethe
see	seethe
seed	seethe
seek	seethe
seem	seethe
seep	seethe
seer	seethe
seethe	seize
seethe	soothe
seethe	sheathe
seethe	teethe
buck	fuck
duck	fuck
fuck	fun
fuck	funk
fuck	luck
fuck	fuss
fuck	puck
fuck	tuck
fuck	guck
fuck	shuck
rapper	reaper
reader	reaper
circle	sickle
fickle	sickle
nickel	sickle
pickle	sickle
sickle	sizzle
sickle	tickle
beep	reap
deep	reap
heap	reap
keep	reap
leap	reap
peep	reap
rap	reap
real	reap
reap	creep
reap	reaper
reap	reed
reap	reef
reap	reel
reap	seep
reap	sheep
reap	rip
reap	wrap
reap	wreak
ream	reap
reap	reek
reap	rep
reap	riel
reap	wreath
be	wee
bee	wee
fee	wee
he	wee
knee	wee
me	wee
pea	wee
pee	wee
sea	wee
see	wee
she	wee
tea	wee
tee	wee
wee	weak
wee	weave
wee	weed
wee	week
wee	wheat
wee	wheel
wee	wheeze
wee	worry
beep	weep
deep	weep
heap	weep
keep	weep
leap	weep
peep	weep
reap	weep
seep	weep
sheep	weep
we	weep
weak	weep
weave	weep
wee	weep
weed	weep
week	weep
weep	wheat
weep	wheel
weep	wheeze
weep	whip
weep	whoop
weep	wop
cheat	tweet
suite	tweet
sweet	tweet
wheat	tweet
teat	tweet
bean	wean
lean	wean
mean	wean
one	wean
scene	wean
sheen	wean
teen	wean
we	wean
weak	wean
wean	queen
wean	weave
wee	wean
wean	weed
wean	week
wean	weep
wean	wheat
wean	wheel
wean	wheeze
wean	when
wean	wiener
wean	win
cot	tot
hot	tot
knot	tot
not	tot
pot	tot
rot	tot
shot	tot
tar	tot
tat	tot
taut	tot
tit	tot
toot	tot
top	tot
tot	tart
tot	yacht
teat	tot
tot	tut
tot	watt
cheat	treat
greet	treat
treat	street
tree	treat
treat	tweet
teat	treat
loss	toss
moss	toss
sauce	toss
talk	toss
tall	toss
taut	toss
tor	toss
tore	toss
crap	trap
rap	trap
tap	trap
track	trap
tram	trap
trap	trash
trap	trip
trap	troop
wrap	trap
trap	troupe
catch	catcher
catcher	capture
catch	latch
hatch	latch
latch	latter
latch	leech
latch	match
batch	latch
latch	leach
latch	lurch
catch	patch
hatch	patch
latch	patch
match	patch
pat	patch
patch	peach
patch	perch
batch	patch
patch	patter
catch	catchy
catcher	catchy
catty	catchy
bitch	kitsch
catch	kitsch
ditch	kitsch
itch	kitsch
kit	kitsch
kitsch	kitty
kitsch	rich
kitsch	which
kitsch	witch
batch	thatch
catch	thatch
hatch	thatch
latch	thatch
match	thatch
patch	thatch
ball	boss
bass	boss
bore	boss
boss	bus
boar	boss
boss	loss
boss	moss
boss	sauce
boss	toss
balk	boss
boss	buss
bass	bats
bat	bats
bats	batter
batch	bats
bats	batty
bats	beats
ass	lass
bass	lass
gas	lass
lack	lass
lad	lass
lag	lass
lamb	lass
lap	lass
lass	glass
lass	lance
lass	laugh
lass	loose
lass	loss
lass	mass
lass	pass
back	bask
bank	bask
bass	bask
bask	mask
bask	task
car	card
card	cart
cod	card
card	carp
card	cord
card	chord
card	hard
card	lard
card	yard
art	carte
car	carte
card	carte
carp	carte
carte	cost
cot	carte
carte	court
carte	dart
carte	heart
carte	part
carte	tart
car	carve
card	carve
carp	carve
cart	carve
carte	carve
calm	comp
camp	comp
carp	comp
comma	comp
cop	comp
ad	odd
add	odd
are	odd
awe	odd
id	odd
odd	cod
odd	nod
odd	on
odd	rod
odd	wad
cod	pod
nod	pod
odd	pod
pa	pod
pad	pod
par	pod
pod	pond
pod	pop
pod	posh
pod	pot
pod	rod
pall	pod
pock	pod
pod	wad
cod	quad
quad	squad
wad	quad
bird	curd
cod	curd
curd	curl
curd	curve
curd	curved
curd	heard
curd	herd
curd	kid
curd	nerd
curd	word
curd	curt
curd	keyed
cod	god
gad	god
gob	god
god	good
god	nod
odd	god
god	pod
god	rod
god	wad
cod	shod
god	shod
nod	shod
odd	shod
pod	shod
rod	shod
shed	shod
shock	shod
shod	shop
shod	shot
shod	wad
cede	sod
cod	sod
god	sod
nod	sod
odd	sod
pod	sod
rod	sod
sad	sod
said	sod
salve	sod
seed	sod
shod	sod
sob	sod
sock	sod
sod	solder
sod	sop
sod	wad
flicker	flipper
flipper	slipper
dawn	fawn
fan	fawn
fawn	fin
fawn	for
fawn	fore
fawn	four
fawn	fun
fawn	fern
fawn	lawn
fawn	pawn
crisp	crispy
poke	poker
poker	polar
ochre	poker
cheap	chip
chick	chip
chin	chip
chip	chimp
chip	chips
chip	chop
chill	chip
ship	chip
chip	tape
tip	chip
chip	trip
chip	type
chip	chit
chip	chipper
chipper	chips
chipper	taper
ink	pink
mink	pink
pick	pink
ping	pink
pink	pinkie
pink	punk
pink	sink
pink	think
pink	rink
aura	aural
aural	choral
aural	coral
aural	moral
barrel	carol
camel	carol
carol	carrot
carol	castle
carol	choral
carol	coral
causal	choral
causal	coral
choral	cornel
coral	cornel
aural	sorrel
choral	sorrel
coral	sorrel
moral	sorrel
oral	sorrel
best	test
nest	test
tent	test
test	text
test	west
beta	data
date	data
beta	bated
beta	theta
data	theta
beta	zeta
data	zeta
theta	zeta
abate	await
bait	abate
tract	trapped
trap	trapped
wrapped	trapped
tackle	tickle
found	founder
founder	flounder
founder	pounder
founder	sounder
grilled	thrilled
thrill	thrilled
thrilled	thriller
drill	drilled
drilled	grilled
drilled	thrilled
harem	heron
bearing	caring
caring	daring
caring	herring
baring	caring
caring	wearing
bearing	sharing
caring	sharing
daring	sharing
herring	sharing
baring	sharing
sharing	shedding
sharing	wearing
baring	paring
bearing	paring
caring	paring
daring	paring
herring	paring
paring	sharing
paring	wearing
baring	tearing
bearing	tearing
caring	tearing
daring	tearing
herring	tearing
paring	tearing
sharing	tearing
tearing	telling
tearing	wearing
allure	assure
lure	allure
lure	tour
poor	tour
sure	tour
tar	tour
tear	tour
boor	tour
tier	tour
tor	tour
tore	tour
boor	moor
lure	moor
mar	moor
mare	moor
moor	more
moor	poor
moor	sure
moor	tour
neck	necked
necked	nest
net	necked
necked	sect
ale	bill
ball	bill
beer	bill
bell	bill
belle	bill
big	bill
bill	bit
bill	bail
bill	boil
bill	build
aisle	bill
bill	bin
bill	bull
bill	fill
bill	bale
bill	dill
bill	hill
ill	bill
bill	isle
bill	kill
bill	mill
bill	oil
bill	pill
bill	till
bill	will
ail	bill
bill	bile
bill	bilk
bill	billed
bill	biz
bill	burl
bill	gill
bill	mil
bill	rill
bill	shill
beef	brief
breathe	brief
breeze	brief
breed	brief
brief	grief
reef	brief
bitch	pitch
ditch	pitch
itch	pitch
patch	pitch
peach	pitch
perch	pitch
pit	pitch
pitch	pinch
pitch	pitcher
pitch	pity
pitch	rich
pitch	which
pitch	witch
kitsch	pitch
patch	pooch
peach	pooch
perch	pooch
pitch	pooch
butch	putsch
ouch	putsch
patch	putsch
peach	putsch
perch	putsch
pitch	putsch
pooch	putsch
put	putsch
putsch	poach
brick	prick
pick	prick
pike	prick
prick	trick
crick	prick
rick	prick
pike	pica
scheme	scum
scum	skim
scum	skull
scum	succumb
bond	fond
fiend	fond
fond	font
fond	fund
fond	pond
fanned	fond
fend	fond
pond	ponder
pander	ponder
bond	wand
fond	wand
pond	wand
wand	want
wad	wand
wand	wonk
buff	rough
cuff	rough
puff	rough
reef	rough
roof	rough
rough	gruff
rough	rub
rough	rug
rough	rum
rough	run
rough	rut
huff	rough
luff	rough
ref	rough
if	riff
rear	riff
reef	riff
ref	riff
rib	riff
rick	riff
rid	riff
riff	rife
riff	rift
riff	ring
riff	rip
riff	roof
riff	rough
riff	rig
riff	rill
riff	whiff
riff	writ
buff	ruff
cuff	ruff
huff	ruff
luff	ruff
puff	ruff
reef	ruff
ref	ruff
riff	ruff
roof	ruff
rub	ruff
ruff	gruff
ruff	rug
ruff	rum
ruff	run
ruff	rut
fill	film
filled	film
film	filth
filly	film
salmon	seaman
seaman	season
salmon	semen
season	semen
salmon	sermon
seaman	sermon
semen	sermon
sadden	salmon
sadden	satin
salmon	summon
seaman	summon
semen	summon
sermon	summon
balance	balanced
scale	skate
skit	skate
skate	slate
sate	skate
skate	spate
scale	scaled
beer	gear
dear	gear
deer	gear
ear	gear
fear	gear
gear	gig
gear	give
gear	gore
gear	hear
gear	near
gear	peer
gear	pier
gear	rear
gear	gill
gear	sear
cab	crab
crab	crack
crab	crap
crab	crash
crab	crass
crab	drab
crab	cram
crab	grab
pawn	prawn
prawn	preen
clam	clams
clammy	clams
clamp	clams
card	shard
hard	shard
lard	shard
shard	shark
shard	sharp
shard	yard
shod	shard
cramp	crimp
crimp	crisp
crimp	shrimp
crimp	primp
primp	shrimp
shrimp	shrimper
smelt	smelter
smelt	svelte
smoke	smoky
smoked	smoky
smoker	smoky
spawn	upon
span	spurn
spawn	spurn
sperm	spurn
spin	spurn
spoon	spurn
spur	spurn
spurn	spurt
kid	quid
quad	quid
queer	quid
quick	quid
quid	quit
quid	squid
quid	quin
kid	skid
side	skid
skid	skill
skid	skim
skid	skin
skid	skit
skid	squid
suit	sooty
sooty	sushi
sooty	soupy
lunar	tuner
tenor	tuner
tumor	tuner
tuna	tuner
tune	tuner
danger	ginger
cower	coward
coward	soured
cringe	fringe
brighten	frighten
frighten	frightened
feral	peril
parrot	peril
pedal	peril
peddle	peril
terrify	terrified
error	terror
tarry	terror
tear	terror
teller	terror
tenor	terror
terror	tether
terror	wearer
fret	threat
thread	threat
ret	threat
threat	thresh
treble	tremble
farce	fierce
fear	fierce
fierce	force
beer	here
dear	here
deer	here
ear	here
fear	here
gear	here
hair	here
hare	here
here	hick
here	hill
here	hip
here	his
here	hiss
here	hit
here	near
here	peer
here	pier
here	rear
here	whore
here	sear
beer	sheer
dear	sheer
deer	sheer
ear	sheer
fear	sheer
gear	sheer
hear	sheer
here	sheer
near	sheer
peer	sheer
pier	sheer
rear	sheer
share	sheer
sheer	shin
sheer	ship
sheer	shore
sheer	sure
sear	sheer
sheer	shill
fear	sphere
sneer	sphere
spear	sphere
sphere	steer
sear	sphere
beer	veer
dear	veer
deer	veer
ear	veer
fear	veer
gear	veer
hear	veer
here	veer
near	veer
peer	veer
pier	veer
rear	veer
sheer	veer
sear	veer
beer	year
dear	year
deer	year
ear	year
fear	year
gear	year
hear	year
here	year
near	year
peer	year
pier	year
rear	year
sheer	year
veer	year
year	years
year	your
sear	year
year	yore
aisle	ire
beer	ire
dear	ire
deer	ire
ear	ire
eye	ire
eyes	ire
fear	ire
gear	ire
hear	ire
here	ire
ice	ire
ire	dire
ire	isle
ire	near
ire	peer
ire	pier
ire	rear
ire	sheer
ire	veer
ire	year
ire	lyre
ire	mire
ire	sear
beer	mere
dear	mere
deer	mere
ear	mere
fear	mere
gear	mere
hear	mere
here	mere
ire	mere
mar	mere
mare	mere
mere	mill
mere	mirror
mere	miss
mere	mitt
mere	more
mere	myth
mere	near
mere	peer
mere	pier
mere	rear
mere	sheer
mere	veer
mere	year
mere	mid
mere	mil
mere	min
mere	mire
mere	moor
mere	sear
beer	shear
dear	shear
deer	shear
ear	shear
fear	shear
gear	shear
hear	shear
here	shear
ire	shear
mere	shear
near	shear
peer	shear
pier	shear
rear	shear
sear	shear
share	shear
shear	shin
shear	ship
shear	shore
shear	sure
shear	veer
shear	year
shear	shill
compete	complete
aisle	nil
ale	nil
bill	nil
dill	nil
fill	nil
hill	nil
ill	nil
isle	nil
kill	nil
kneel	nil
knit	nil
mill	nil
near	nil
nick	nil
nil	nail
nil	nip
nil	oil
nil	pill
nil	till
nil	will
ail	nil
gill	nil
knell	nil
mil	nil
nil	nit
nil	rill
nil	shill
aisle	sill
ale	sill
bill	sill
cell	sill
dill	sill
fill	sill
hill	sill
ill	sill
isle	sill
kill	sill
mill	sill
nil	sill
oil	sill
pill	sill
seal	sill
sell	sill
sick	sill
sieve	sill
sill	sail
sill	sale
sill	silk
sill	silly
sill	sin
sill	sing
sill	sip
sill	sit
sill	skill
sill	soil
sill	spill
sill	still
sill	till
sill	will
ail	sill
gill	sill
mil	sill
rill	sill
sear	sill
shill	sill
sill	silt
fill	filler
filled	filler
filler	filer
filler	film
filler	filter
filler	filth
filler	killer
filler	pillar
filler	filly
filler	fissure
limber	timber
grim	trim
time	trim
tram	trim
trick	trim
trim	trip
trill	trim
bitter	fitter
filler	fitter
fissure	fitter
fit	fitter
fitter	fighter
fitter	filter
fitter	litter
fitter	footer
bubble	bustle
fizz	fuzz
fuck	fuzz
fun	fuzz
fuzz	fuzzy
fuss	fuzz
fishy	fishery
fissure	fishery
cope	hope
dope	hope
hoe	hope
hole	hope
home	hope
hope	hose
hone	hope
hope	rope
hope	soap
hope	whole
hope	lope
hope	mope
jean	genie
swim	swish
swish	switch
wish	swish
bead	beads
beads	weeds
aid	bid
aide	bid
bad	bid
bed	bid
beer	bid
bid	big
bid	bill
bid	bird
bid	bit
bead	bid
bid	build
bid	bin
id	bid
bid	kid
bid	lid
bid	rid
bid	biddy
bid	bide
bid	billed
bid	biz
bid	mid
bad	bud
bead	bud
bed	bud
bid	bud
bird	bud
bud	blood
bud	bug
bud	bum
bud	bun
bud	but
bud	butt
bud	bus
buck	bud
bud	mud
bud	buff
bud	thud
bud	bung
bud	buss
bud	dud
bad	baud
balk	baud
ball	baud
baud	bead
baud	bed
baud	bid
baud	bird
baud	boar
baud	board
baud	bore
baud	bored
baud	boss
baud	broad
baud	bud
baud	bawdy
baud	laud
baud	mod
bad	bawd
balk	bawd
ball	bawd
bawd	bead
bawd	bed
bawd	bid
bawd	bird
bawd	boar
bawd	board
bawd	bore
bawd	bored
bawd	boss
bawd	broad
bawd	bud
bawd	bawdy
bawd	laud
bawd	mod
bawdy	beady
bead	beady
beads	beady
beady	beefy
beady	biddy
beam	deem
dam	deem
damn	deem
deal	deem
deed	deem
deem	deep
deem	dim
deem	doom
deem	dream
deem	dumb
deem	seam
deem	seem
deem	team
deem	theme
deem	ream
deem	teem
bean	dean
dawn	dean
deal	dean
dean	deed
dean	deem
dean	deep
dean	done
dean	dune
dean	jean
dean	lean
dean	mean
dean	scene
dean	sheen
dean	teen
dean	din
dean	dun
dean	wean
beads	deeds
deed	deeds
deeds	weeds
alley	flee
fee	flee
flee	fleet
flee	flu
flee	folly
flee	free
flee	furry
flee	glee
flee	fleece
flee	filly
flee	flue
be	key
bee	key
fee	key
he	key
key	keep
key	knee
key	me
coup	key
key	pea
key	pee
key	sea
key	see
key	she
key	ski
key	tea
key	tee
key	we
key	wee
coo	key
key	keel
key	keyed
eerie	iffy
fee	iffy
if	iffy
be	ghee
bee	ghee
fee	ghee
ghee	geek
ghee	glee
ghee	goo
ghee	he
ghee	key
ghee	knee
ghee	me
ghee	pea
ghee	pee
ghee	sea
ghee	see
ghee	she
ghee	tea
ghee	tee
ghee	we
ghee	wee
be	quay
bee	quay
coo	quay
coup	quay
fee	quay
ghee	quay
he	quay
knee	quay
me	quay
pea	quay
pee	quay
quay	keel
quay	keep
quay	keyed
quay	sea
quay	see
quay	she
quay	ski
quay	tea
quay	tee
quay	we
quay	wee
be	zee
bee	zee
fee	zee
ghee	zee
he	zee
